DocDate,DocRef,AcCode,Customer Name,Postal Code,TelNo,AcCur,AcCurWTaxAmt,HomeWTaxAmt,ProjectCode,Location,Sales Person,SalesPerson Name,Sales contact
20160610,BR_D171000068,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,92562.6,127736.39,P5898,2,S094,John,85084094
20160611,ICG_B171-0053,B0018,Lychee Import & Export Pte Ltd,155809,95950263,USD,214920.6,290142.81,P5899,4,S092,Eugiene,85094519
20160613,BR_D171000069,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,13107.5,13107.5,P5900,2,S095,Mary,85095164
20160613,BR_D171000070,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,2293.81,2293.81,P5901,3,S089,Bala,85084539
20160612,ICG_B171-0052,W0013USD,Clementine Parallel Importer Pte Ltd,737173,94891973,USD,97250.63,131288.35,P5902,3,S092,Eugiene,85094519
20160613,BR_D171000071,A0030USD,Pomelo Trading Pte Ltd,530292,99282419,USD,24750,33585.75,P5903,2,S088,Ali,85084183
20160610,BR_D171000072,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,54464.71,75074.16,P5904,5,S095,Mary,85095164
20160614,ICG_B171-0063,A0030USD,Pomelo Trading Pte Ltd,530292,99282419,USD,136500,184821,P5905,2,S090,Charles,85081768
20160614,JE_J1710003,A0024USD,Juniper berry Expert Pte Ltd,501067,98382557,USD,10900.5,-14715.68,P5906,1,S093,Lily,85089620
20160614,BR_D171000073,A0058USD,Black sapote Dealer Pte Ltd,118472,98888191,USD,33240.3,45871.61,P5907,1,S089,Bala,85084539
20160616,ICG_B171-0066,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,1310.75,1310.75,P5908,4,S093,Lily,85089620
20160616,ICG_B171-0067,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,873.63,873.63,P5909,5,S093,Lily,85089620
20160616,BR_D171000074,S0045USD,Rambutan (or Mamin Chino) Import & Export Pte Ltd,932209,95934912,USD,163500,220725,P5910,3,S089,Bala,85084539
20160616,ICG_B171-0065,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,171000.13,230850.18,P5911,5,S088,Ali,85084183
20160616,ICG_B171-0064,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,171000.13,230850.18,P5912,5,S088,Ali,85084183
20160614,ICG_B171-0061,D0019USD,Miracle fruit Logistics Pte Ltd,247983,98277425,USD,148886.54,201592.38,P5913,1,S094,John,85084094
20160613,ICG_B171-0060,K0005USD,Honeyberry Dealer Pte Ltd,601097,99056754,USD,97938,133313.21,P5914,4,S094,John,85084094
20160620,BR_D171000075,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,6265.76,6265.76,P5915,5,S093,Lily,85089620
20160620,ICG_B171-0062,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,35670.59,35670.59,P5916,2,S094,John,85084094
20160620,BR_D171000076,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,4647.22,6413.16,P5917,5,S088,Ali,85084183
20160617,ICG_B171-0068,N0004USD,Cucumber Expert Pte Ltd,671919,97139826,USD,134775,181878.86,P5918,4,S091,Danny,85088856
20160620,BR_D171000077,C0020USD,Durian Import Pte Ltd,850059,95801996,USD,99035.3,133697.66,P5919,1,S089,Bala,85084539
20160620,BR_D171000078,B0018,Lychee Import & Export Pte Ltd,155809,95950263,USD,214920.6,290142.81,P5920,3,S089,Bala,85084539
20160621,ICG_B171-0072,S0026USD,Clementine Dealer Pte Ltd,868289,96736865,USD,51526.2,69560.37,P5921,5,S094,John,85084094
20160621,ICG_B171-0071,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,110264.3,148856.81,P5922,5,S092,Eugiene,85094519
20160606,ICG_B171-0046,M0006USD,Pomelo Export Pte Ltd,720813,98383713,USD,133500,180225,P5923,3,S091,Danny,85088856
20160623,BR_D171000079,M0006USD,Pomelo Export Pte Ltd,720813,98383713,USD,133500,180225,P5924,3,S093,Lily,85089620
20160618,ICG_B169-0069,S0015USD,Pomegranate Master Pte Ltd,631257,98930090,USD,0,0,P5925,5,S088,Ali,85084183
20160618,ICG_B171-0069,S0015USD,Pomegranate Master Pte Ltd,631257,98930090,USD,223750,302062.5,P5926,3,S092,Eugiene,85094519
20160623,BR_D171000080,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,404073.42,546105.22,P5927,2,S093,Lily,85089620
20160623,BR_D171000081,D0011SGD,Tangerine Import Pte Ltd,397160,95147791,SGD,43681.68,43681.68,P5928,5,S091,Danny,85088856
20160620,ICG_B171-0074,H0005USD,Bilberry Import & Export Pte Ltd,932634,94595235,USD,0,0,P5929,4,S088,Ali,85084183
20160624,BR_D171000082,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,133875,181668.38,P5930,4,S095,Mary,85095164
20160624,BR_D171000083,A0030USD,Pomelo Trading Pte Ltd,530292,99282419,USD,136500,184821,P5931,1,S093,Lily,85089620
20160624,ICG_B171-0073,D0011SGD,Tangerine Import Pte Ltd,397160,95147791,SGD,41861.61,41861.61,P5932,2,S094,John,85084094
20160624,BR_D171000084,W0013USD,Clementine Parallel Importer Pte Ltd,737173,94891973,USD,97250.63,131288.35,P5933,1,S089,Bala,85084539
20160624,BR_D171000085,D0005USD,Boysenberry Parallel Importer Pte Ltd,888142,97639070,USD,0,0,P5934,2,S090,Charles,85081768
20160624,BR_D171000086,D0005USD,Boysenberry Parallel Importer Pte Ltd,888142,97639070,USD,9500,12825,P5935,4,S089,Bala,85084539
20160627,BR_D171000087,A0030USD,Pomelo Trading Pte Ltd,530292,99282419,USD,111750,151644.75,P5936,1,S088,Ali,85084183
20160627,BR_D171000088,A0030USD,Pomelo Trading Pte Ltd,530292,99282419,USD,113730.95,153536.78,P5937,4,S090,Charles,85081768
20160627,BR_D171000089,M0033USD,Blackcurrant Export Pte Ltd,657318,94538407,USD,194004.4,267047.06,P5938,3,S090,Charles,85081768
20160628,BR_D171000090,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,9231.43,9231.43,P5939,2,S091,Danny,85088856
20160628,BR_D171000091,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,20782.8,28056.78,P5940,1,S089,Bala,85084539
20160628,ICG_B171-0078,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,55787.79,75095.94,P5941,5,S091,Danny,85088856
20160629,BR_D171000092,P0011SGD,Blackcurrant Trading Pte Ltd,172636,98957861,SGD,671.1,671.1,P5942,3,S094,John,85084094
20160629,BR_D171000093,G0018USD,Orange Expert Pte Ltd,807787,97471022,USD,67394,90981.9,P5943,4,S090,Charles,85081768
20160627,ICG_B171-0076,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,139500,188325,P5944,2,S089,Bala,85084539
20160630,BR_D171000094,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,89481.5,120800.03,P5945,4,S095,Mary,85095164
20160630,BR_D171000095,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,6239.01,6239.01,P5946,3,S088,Ali,85084183
20160701,BR_D171000096,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,342000.26,461700.36,P5947,3,S095,Mary,85095164
20160630,BR_D171000097,H0006USD,Watermelon Export Pte Ltd,504752,95363972,USD,88286.06,121172.62,P5948,2,S091,Danny,85088856
20160702,ICG_B171-0079,C0018USD,Plantain Dealer Pte Ltd,247216,98601282,USD,272800.68,368280.92,P5949,1,S088,Ali,85084183
20160630,BR_D171000098,N0004USD,Cucumber Expert Pte Ltd,671919,97139826,USD,134775,181878.86,P5950,2,S092,Eugiene,85094519
20160701,BR_D171000099,S0015USD,Pomegranate Master Pte Ltd,631257,98930090,USD,223750,302062.5,P5951,4,S088,Ali,85084183
20160701,ICG_B171-0077,A0050USD,Blood orange Master Pte Ltd,999142,95978759,USD,316250,425767.38,P5952,1,S088,Ali,85084183
20160701,ICG_B171-0080,K0007USD,Bilberry Import Pte Ltd,907525,97894544,USD,315389.8,424609.29,P5953,4,S095,Mary,85095164
20160701,ICG_B171-0081,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,223171.2,300500.02,P5954,5,S088,Ali,85084183
20160704,ICG_B171-0075,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,676.73,676.73,P5955,2,S088,Ali,85084183
20160704,BR_D171000100,S0026USD,Clementine Dealer Pte Ltd,868289,96736865,USD,51526.2,69560.37,P5956,4,S091,Danny,85088856
20160705,ICG_B171-0086,F0002USD,Watermelon Parallel Importer Pte Ltd,924143,98098853,USD,101405,136896.75,P5957,5,S089,Bala,85084539
20160704,BR_D171000101,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,5543.35,5543.35,P5342,2,S090,Charles,85081768
20160705,ICG_B171-0087,M0022SGD,Jostaberry Logistics Pte Ltd,556372,95130330,SGD,1966.13,1966.13,P5958,1,S088,Ali,85084183
20160705,ICG_B171-0082,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,208885.85,281995.9,P5959,5,S089,Bala,85084539
20160705,ICG_B171-0083,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,219908.85,296876.95,P5960,1,S088,Ali,85084183
20160707,ICG_B171-0084,U0003SGD,Jambul Control Pte Ltd,686369,96144182,SGD,9989.47,9989.47,P5961,3,S089,Bala,85084539
20160608,ICG_B171-0057,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,2358.39,2358.39,P5962,1,S092,Eugiene,85094519
20160707,ICG_B171-0092,N0004USD,Cucumber Expert Pte Ltd,671919,97139826,USD,130451.28,176044,P5963,3,S088,Ali,85084183
20160708,ICG_B171-0090,S0026USD,Clementine Dealer Pte Ltd,868289,96736865,USD,56017,75622.95,P5964,2,S088,Ali,85084183
20160701,ICG_B171-0088,A0019USD,Watermelon Distribution Pte Ltd,701229,99236245,USD,136409,183647.44,P5965,5,S090,Charles,85081768
20160708,ICG_B171-0093,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,11662.25,15777.86,P5966,3,S091,Danny,85088856
20160707,ICG_B171-0089,K0007USD,Bilberry Import Pte Ltd,907525,97894544,USD,199516.3,269347.01,P5953,2,S095,Mary,85095164
20160707,BR_D171000102,A0019USD,Watermelon Distribution Pte Ltd,701229,99236245,USD,27000,36350.1,P5967,5,S088,Ali,85084183
20160708,BR_D171000103,F0005USD,Buddha's hand (fingered citron) Parallel Importer Pte Ltd,612226,95203336,USD,23940,32319,P5968,2,S094,John,85084094
20160701,ICG_B171-0094,A0034USD,Blood orange Automation Pte Ltd,712849,98282287,USD,55550,74992.5,P5969,1,S088,Ali,85084183
20160704,ICG_B171-0070,C0009USD,Buddha's hand (fingered citron) Innovation Pte Ltd,117238,96249489,USD,109460,147771,P5970,4,S095,Mary,85095164
20160707,ICG_B171-0091,S0046USD,Grape Automation Pte Ltd,396544,94781253,USD,138750,187312.5,P5971,5,S092,Eugiene,85094519
20160712,BR_D171000104,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,55787.79,75095.94,P5972,2,S089,Bala,85084539
20160712,BR_D171000105,G0002SGD,Akee Export Pte Ltd,688385,95973446,SGD,5884.47,5884.47,P5973,2,S090,Charles,85081768
20160713,BR_D171000106,A0019USD,Watermelon Distribution Pte Ltd,701229,99236245,USD,99000,133283.7,P5974,2,S091,Danny,85088856
20160713,BR_D171000107,A0019USD,Watermelon Distribution Pte Ltd,701229,99236245,USD,10409,14013.64,P5975,2,S089,Bala,85084539
20160713,ICG_B171-0096,E0011USD,Salal berry Distribution Pte Ltd,105580,94521854,USD,2816.24,3791.5,P5976,2,S094,John,85084094
20160713,ICG_B171-0097,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,35585.53,35585.53,P5977,2,S091,Danny,85088856
20160712,ICG_B171-0095,B0018,Lychee Import & Export Pte Ltd,155809,95950263,USD,216090.6,291722.31,P5978,5,S093,Lily,85089620
20160714,BR_D171000108,C0018USD,Plantain Dealer Pte Ltd,247216,98601282,USD,272800.68,368280.92,P5979,2,S093,Lily,85089620
20160715,ICG_B171-0098,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,18106.11,24376.26,P5980,3,S093,Lily,85089620
20160628,ICG_B171-0085,P0006USD,Surinam cherry Innovation Pte Ltd,383687,97839536,USD,22950,30982.5,P5981,4,S094,John,85084094
20160715,BR_D171000109,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,2358.39,2358.39,P5982,1,S089,Bala,85084539
20160718,ICG_B171-0099,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,10759.65,10759.65,P5983,3,S090,Charles,85081768
20160718,BR_D171000110,C0009USD,Buddha's hand (fingered citron) Innovation Pte Ltd,117238,96249489,USD,151970,205159.5,P5984,5,S093,Lily,85089620
20160718,BR_D171000111,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,223171.2,300500.02,P5985,3,S093,Lily,85089620
20160718,BR_D171000112,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,428794.7,578872.85,P5986,3,S094,John,85084094
20160719,BR_D171000113,F0002USD,Watermelon Parallel Importer Pte Ltd,924143,98098853,USD,101405,136896.75,P5987,5,S094,John,85084094
20160719,ICG_B171-0105,S0027USD,Marionberry Distribution Pte Ltd,748803,95367608,USD,12711.6,17142.86,P5988,5,S090,Charles,85081768
20160720,ICG_B171-0103,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,338.37,338.37,P5989,5,S089,Bala,85084539
20160720,BR_D171000114,S0026USD,Clementine Dealer Pte Ltd,868289,96736865,USD,56017,75622.95,P5990,5,S089,Bala,85084539
20160720,BR_D171000115,B0018,Lychee Import & Export Pte Ltd,155809,95950263,USD,216090.6,291722.31,P5991,1,S094,John,85084094
20160720,BR_D171000117,K0007USD,Bilberry Import Pte Ltd,907525,97894544,USD,315389.8,424609.29,P5992,2,S091,Danny,85088856
20160721,BR_D171000118,A0050USD,Blood orange Master Pte Ltd,999142,95978759,USD,316250,425767.38,P5993,1,S092,Eugiene,85094519
20160721,BR_D171000119,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,139500,188325,P5994,5,S093,Lily,85089620
20160517,ICG_B171-0023-A/B,B0012-USD,Currant Parallel Importer Pte Ltd,131016,97655485,USD,6600,8910,P5995,2,S091,Danny,85088856
20160721,CSA_CT1710001,B0012-USD,Currant Parallel Importer Pte Ltd,131016,97655485,USD,-6600,-8910,P5996,3,S095,Mary,85095164
20160720,ICG_B171-0107,E0012USD,Jabuticaba Distribution Pte Ltd,296627,98782866,USD,223215.75,305805.58,P5997,4,S094,John,85084094
20160720,ICG_B171-0106,P0018USD,Tamarillo Innovation Pte Ltd,187328,96382378,USD,4418617.25,5989435.68,P5998,3,S090,Charles,85081768
20160722,BR_D171000120,N0004USD,Cucumber Expert Pte Ltd,671919,97139826,USD,130451.28,176044,P5999,4,S095,Mary,85095164
20160722,BR_D171000121,A0063USD,Olive Import & Export Pte Ltd,108852,99196071,USD,178808.75,241391.81,P6000,5,S094,John,85084094
20160722,BR_D171000122,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,11662.25,15777.86,P6001,2,S092,Eugiene,85094519
20160722,BR_D171000123,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,18106.11,24376.26,P6002,1,S095,Mary,85095164
20160722,BR_D171000124,P0006USD,Surinam cherry Innovation Pte Ltd,383687,97839536,USD,22950,30982.5,P6003,4,S094,John,85084094
20160721,ICG_B171-0101,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,237500,320625,P6004,1,S095,Mary,85095164
20160721,ICG_B171-0108,N0012,Pea Export Pte Ltd,139767,98298111,USD,166350,227899.5,P6005,3,S092,Eugiene,85094519
20160725,BR_D171000125,S0027USD,Marionberry Distribution Pte Ltd,748803,95367608,USD,12711.6,17142.86,P6006,3,S093,Lily,85089620
20160725,BR_D171000126,D0011SGD,Tangerine Import Pte Ltd,397160,95147791,SGD,41861.61,41861.61,P5603,2,S092,Eugiene,85094519
20160725,BR_D171000127,S0046USD,Grape Automation Pte Ltd,396544,94781253,USD,108750,146812.5,P6007,2,S089,Bala,85084539
20160725,BR_D171000128,S0046USD,Grape Automation Pte Ltd,396544,94781253,USD,30000,40500,P6008,1,S091,Danny,85088856
20160722,BR_D171000129,A0063USD,Olive Import & Export Pte Ltd,108852,99196071,USD,1991.25,2688.19,P6009,3,S095,Mary,85095164
20160723,ICG_B171-0104,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,1547.06,1547.06,P6010,2,S094,John,85084094
20160727,BR_D171000130,D0019USD,Miracle fruit Logistics Pte Ltd,247983,98277425,USD,148886.54,201592.38,P6011,1,S094,John,85084094
20160727,ICG_B171-0110,E0011USD,Salal berry Distribution Pte Ltd,105580,94521854,USD,7078.05,9548.29,P6012,3,S090,Charles,85081768
20160728,BR_D171000132,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,2184.38,2184.38,P6013,3,S091,Danny,85088856
20160728,BR_D171000133,E0011USD,Salal berry Distribution Pte Ltd,105580,94521854,USD,2816.24,3791.5,P6014,1,S094,John,85084094
20160722,ICG_B171-0111,S0026USD,Clementine Dealer Pte Ltd,868289,96736865,USD,46998.4,63118.85,P6015,5,S089,Bala,85084539
20160727,BD_D171000131,N013USD,Papaya Logistics Pte Ltd,883545,95530364,USD,3948,-5329.8,P6016,3,S092,Eugiene,85094519
20160722,ICG_B171-0112,H0005USD,Bilberry Import & Export Pte Ltd,932634,94595235,USD,42014.7,56425.74,P6017,2,S090,Charles,85081768
20160729,BR_D171000134,M0022SGD,Jostaberry Logistics Pte Ltd,556372,95130330,SGD,1966.13,1966.13,P6018,3,S090,Charles,85081768
20160729,ICG_B171-0114,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,9321.84,12575.16,P6019,2,S095,Mary,85095164
20160729,BR_D171000135,U0003SGD,Jambul Control Pte Ltd,686369,96144182,SGD,9989.47,9989.47,P6020,1,S094,John,85084094
20160729,BR_D171000136,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,237500,320625,P6021,3,S094,John,85084094
20160728,ICG_B171-0115,I0008USD,Japanese plum Distribution Pte Ltd,961522,94916012,USD,85124.96,115608.21,P6022,4,S093,Lily,85089620
20160801,ICG_B171-0116,B0018,Lychee Import & Export Pte Ltd,155809,95950263,USD,102764.4,137704.3,P6023,1,S092,Eugiene,85094519
20160801,ICG_B171-0118,N0004USD,Cucumber Expert Pte Ltd,671919,97139826,USD,56318.7,75467.06,P6024,5,S095,Mary,85095164
20160801,BR_D171000137,P0018USD,Tamarillo Innovation Pte Ltd,187328,96382378,USD,4418617.25,5989435.68,P6025,1,S091,Danny,85088856
20160801,BR_D171000138,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,34830.64,34830.64,P6026,5,S092,Eugiene,85094519
20160802,ICG_B171-0122,S0027USD,Marionberry Distribution Pte Ltd,748803,95367608,USD,12569.08,17077.61,P6027,3,S093,Lily,85089620
20160802,ICG_B171-0123,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,1643.13,1643.13,P6028,1,S095,Mary,85095164
20160803,ICG_B171-0127,L0003USD,Pineapple Import & Export Pte Ltd,566999,96107959,USD,34300,46305,P6029,1,S088,Ali,85084183
20160802,BR_D171000139,C0009USD,Buddha's hand (fingered citron) Innovation Pte Ltd,117238,96249489,USD,109460,147771,P6030,2,S092,Eugiene,85094519
20160803,ICG_B171-0134,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,223215.75,301341.26,P6031,5,S091,Danny,85088856
20160804,ICG_B171-0133,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,222113.45,304295.43,P6032,5,S092,Eugiene,85094519
20160803,ICG_B171-0124,W0012SGD,Dragonfruit (or Pitaya) Export Pte Ltd,254291,98143208,SGD,20167.36,20167.36,P6033,4,S090,Charles,85081768
20160803,ICG_B171-0125,D0013SGD,Redcurrant United Pte Ltd,423834,97184210,SGD,9088.9,9088.9,P6034,5,S092,Eugiene,85094519
20160804,ICG_B171-0135,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,20888.11,20888.11,P6035,3,S094,John,85084094
20160801,ICG_B171-0119,P0003USD,Blackcurrant Control Pte Ltd,780029,98471812,USD,27498.35,36847.79,P6036,5,S095,Mary,85095164
20160804,BR_D171000140,K0005USD,Honeyberry Dealer Pte Ltd,601097,99056754,USD,97938,133313.21,P6037,5,S092,Eugiene,85094519
20160804,BR_D171000141,S0026USD,Clementine Dealer Pte Ltd,868289,96736865,USD,46998.4,63118.85,P6038,4,S093,Lily,85089620
20160805,BR_D171000142,W0012SGD,Dragonfruit (or Pitaya) Export Pte Ltd,254291,98143208,SGD,20167.36,20167.36,P6039,5,S091,Danny,85088856
20160805,ICG_B171-0126,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,130442.63,177232.4,P6040,5,S088,Ali,85084183
20160805,ICG_B171-0128,L0003USD,Pineapple Import & Export Pte Ltd,566999,96107959,USD,198125,267468.75,P6041,4,S092,Eugiene,85094519
20160802,ICG_B171-0129,L0003USD,Pineapple Import & Export Pte Ltd,566999,96107959,USD,193125,260718.75,P6042,4,S095,Mary,85095164
20160721,ICG_B171-0109,P0011SGD,Blackcurrant Trading Pte Ltd,172636,98957861,SGD,1247.83,1247.83,P6043,1,S089,Bala,85084539
20160805,ICG_B171-0137,P0011SGD,Blackcurrant Trading Pte Ltd,172636,98957861,SGD,6550.11,6550.11,P6044,5,S092,Eugiene,85094519
20160805,ICG_B171-0136,H0007SGD,Date Relay Pte Ltd,699144,98071053,SGD,26780.23,26780.23,P6045,1,S094,John,85084094
20160805,BR_D171000143,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,9321.84,12575.16,P5726,5,S090,Charles,85081768
20160808,ICG_B171-0140,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,50887,68697.45,P6046,3,S095,Mary,85095164
20160802,ICG_B171-0121,K0007USD,Bilberry Import Pte Ltd,907525,97894544,USD,198594.76,266752.48,P6047,5,S093,Lily,85089620
20160808,ICG_B171-0138,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,84961.35,114527.9,P6048,4,S088,Ali,85084183
20160808,BR_D171000144,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,676.73,676.73,P6049,3,S093,Lily,85089620
20160808,BR_D171000145,H0005USD,Bilberry Import & Export Pte Ltd,932634,94595235,USD,42014.7,56425.74,P6050,4,S094,John,85084094
20160808,BR_D171000146,E0012USD,Jabuticaba Distribution Pte Ltd,296627,98782866,USD,223215.75,305805.58,P6051,4,S091,Danny,85088856
20160808,BR_D171000147,K0007USD,Bilberry Import Pte Ltd,907525,97894544,USD,199516.3,269347.01,P6052,3,S091,Danny,85088856
20160729,ICG_B171-0117,A0019USD,Watermelon Distribution Pte Ltd,701229,99236245,USD,109200,147420,P6053,1,S088,Ali,85084183
20160810,BR_D171000148,B0018,Lychee Import & Export Pte Ltd,155809,95950263,USD,102764.4,137704.3,P6054,5,S090,Charles,85081768
20160811,BR_D171000149,P0003USD,Blackcurrant Control Pte Ltd,780029,98471812,USD,27498.35,36847.79,P6055,4,S093,Lily,85089620
20160810,BR_D171000150,S0027USD,Marionberry Distribution Pte Ltd,748803,95367608,USD,12569.08,17077.61,P6056,1,S094,John,85084094
20160811,ICG_B171-0141,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,9208.85,12377.62,P5493,1,S090,Charles,85081768
20160810,ICG_B171-0143,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,8493.72,8493.72,P6057,4,S090,Charles,85081768
20160810,BR_D171000151,A0019USD,Watermelon Distribution Pte Ltd,701229,99236245,USD,21600,29160,P6058,2,S089,Bala,85084539
20160810,BR_D171000152,A0019USD,Watermelon Distribution Pte Ltd,701229,99236245,USD,88200,119070,P6059,4,S093,Lily,85089620
20160812,BR_D171000153,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,130442.63,177232.4,P6060,5,S093,Lily,85089620
20160811,BR_D171000154,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,55695.64,55695.64,P6061,4,S092,Eugiene,85094519
20160811,BR_D171000155,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,445329.2,605636.69,P6062,4,S091,Danny,85088856
20160805,ICG_B171-0150,J0007USD,Nectarine Trading Pte Ltd,298025,97781252,USD,228750,308812.5,P6063,4,S092,Eugiene,85094519
20160805,ICG_B171-0145,S0015USD,Pomegranate Master Pte Ltd,631257,98930090,USD,229375,309656.25,P6064,2,S089,Bala,85084539
20160805,ICG_B171-0144,J0007USD,Nectarine Trading Pte Ltd,298025,97781252,USD,213625,288393.75,P6065,1,S095,Mary,85095164
20160815,BR_D171000156,H0007SGD,Date Relay Pte Ltd,699144,98071053,SGD,26780.23,26780.23,P6066,2,S094,John,85084094
20160815,BR_D171000157,E0011USD,Salal berry Distribution Pte Ltd,105580,94521854,USD,7078.05,9548.29,P6067,1,S089,Bala,85084539
20160811,ICG_B171-0156,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,217500,293625,P6068,3,S094,John,85084094
20160816,ICG_B171-0155,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,19188.63,19188.63,P6069,1,S091,Danny,85088856
20160816,BR_D171000158,A0034USD,Blood orange Automation Pte Ltd,712849,98282287,USD,55471.1,74885.99,P6070,2,S088,Ali,85084183
20160720,BD_D171000116,I0008USD,Japanese plum Distribution Pte Ltd,961522,94916012,USD,20000,-27162,P6071,5,S089,Bala,85084539
20160811,ICG_B171-0152,M0005USD,Chico fruit Assist Pte Ltd,453408,99293075,USD,221011.25,298365.19,P6072,3,S092,Eugiene,85094519
20160816,CSA_CT1710002,I0008USD,Japanese plum Distribution Pte Ltd,961522,94916012,USD,0,0,P6073,3,S088,Ali,85084183
20160816,BR_D171000159,I0008USD,Japanese plum Distribution Pte Ltd,961522,94916012,USD,45330,61562.67,P6074,2,S088,Ali,85084183
20160811,ICG_B171-0147,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,176096.7,236233.72,P6075,1,S094,John,85084094
20160806,ICG_B171-0139,A0019USD,Watermelon Distribution Pte Ltd,701229,99236245,USD,129000,174150,P6076,2,S091,Danny,85088856
20160811,ICG_B171-0158,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,212500,286875,P6077,4,S094,John,85084094
20160817,ICG_B171-0153,S0029USD,Date Specialist Pte Ltd,820157,95059838,USD,23516.46,31582.61,P6078,3,S094,John,85084094
20160817,BR_D171000160,A0019USD,Watermelon Distribution Pte Ltd,701229,99236245,USD,129000,174150,P6079,3,S092,Eugiene,85094519
20160818,BR_D171000161,N0004USD,Cucumber Expert Pte Ltd,671919,97139826,USD,56318.7,75467.06,P6080,3,S088,Ali,85084183
20160818,BR_D171000162,L0003USD,Pineapple Import & Export Pte Ltd,566999,96107959,USD,34300,46305,P6081,5,S094,John,85084094
20160818,BR_D171000163,S0029USD,Date Specialist Pte Ltd,820157,95059838,USD,23516.46,31582.61,P6082,4,S095,Mary,85095164
20160818,BR_D171000164,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,10759.65,10759.65,P6083,3,S095,Mary,85095164
20160819,ICG_B171-0159,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,20419.54,27423.44,P6084,1,S089,Bala,85084539
20160819,BR_D171000165,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,9208.85,12377.62,P6085,4,S089,Bala,85084539
